SMILES,prediction_probability
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,0.245
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,0.465
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,0.405
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,0.275
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,0.045
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,0.28
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,0.27
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,0.37
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,0.22
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,0.28
O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,0.365
Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,0.295
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,0.335
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,0.32
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,0.485
CCOC(=O)C(Cl)=Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,0.305
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,0.38
CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,0.315
c1ccc2[nH]c(-c3cscn3)nc2c1,0.19
CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C,0.41
Nc1cc(Cl)nc(C(=O)O)c1Cl,0.275
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,0.24
C[N+]1(C)CCCCC1,0.31
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,0.365
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,0.215
CNC(=O)Oc1cccc2c1OC(C)(C)C2,0.26
Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)cc1Cl,0.315
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,0.275
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,0.32
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,0.45
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,0.27
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.35
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.455
CCCOc1nc2ccc(I)cc2c(=O)n1CCC,0.375
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],0.325
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,0.27
CC(C)N(C(=O)CCl)c1ccccc1,0.145
CCSC(=O)N(CC(C)C)CC(C)C,0.41
CNC(=O)Oc1cc(C)c(SC)c(C)c1,0.415
Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,0.315
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.265
COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC,0.37
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.415
C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,0.425
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,0.32
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,0.4
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,0.35
CCCCCCCCCCCCN=C(N)N,0.505
CCCOC(=O)NCCCN(C)C,0.485
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0.09
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],0.205
CCOc1nc(C(Cl)(Cl)Cl)ns1,0.38
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,0.43
Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0.33
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,0.225
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,0.215
c1cc[n+]2cc[n+]3ccccc3c2c1,0.09
Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,0.35
COC(=O)NS(=O)(=O)c1ccc(N)cc1,0.295
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,0.14
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0.35
CCOCN(C(=O)CCl)c1c(C)cccc1CC,0.3
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,0.285
C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,0.38
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,0.255
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0.25
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,0.39
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],0.395
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,0.475
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0.44
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.42
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,0.32
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,0.25
COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.48
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,0.35
CCCN(CCC)C(=O)SCc1ccccc1,0.17
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,0.18
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,0.325
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.39
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.405
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,0.4
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,0.41
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,0.335
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.355
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,0.33
CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O,0.34
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.385
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0.1
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,0.225
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,0.19
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,0.495
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,0.155
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,0.41
CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,0.4
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,0.385
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,0.35
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,0.125
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,0.415
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,0.29
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.4
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,0.145
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,0.07
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.175
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0.285
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,0.295
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,0.21
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,0.295
CC1(C)CON(Cc2ccccc2Cl)C1=O,0.22
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,0.325
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,0.465
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,0.325
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,0.355
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,0.315
CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,0.415
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOS(=O)(=O)O)cc1,0.49
Oc1ccccc1-c1ccccc1,0.075
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,0.36
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0.37
CCOP(=O)(SC(C)CC)SC(C)CC,0.36
CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,0.22
CCOP(=O)(SC(C)CC)N1CCSC1=O,0.32
CCSC(C)CC1CC(=O)C(=C(CC)NOCC=CCl)C(=O)C1,0.38
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.25
O=C(O)C(F)(F)C(F)(F)C(F)F,0.31
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.38
O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.515
O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.325
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3
O=C(O)C=C(C(F)(F)F)C(F)(F)F,0.31
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.32
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0.33
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,0.36
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.34
OCC(F)(F)C(F)(F)C(F)(F)CO,0.31
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.28
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.31
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.315
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,0.355
O=C(O)C=CC(F)(C(F)(F)F)C(F)(F)F,0.31
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.29
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.28
O=C(C=C(O)C(F)(F)F)C(F)(F)F,0.305
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,0.295
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,0.43
Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.235
CC/C(C)=N/O,0.33
C/C(=C\C(C)(C)C)CC(C)(C)C,0.32
Nc1cc(S(=O)(=O)[O-])c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)[O-])cc(N)c1C2=O,0.24
C[C@@H]1CCC[C@H](C)N1,0.31
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],0.465
O=C([O-])[C@H]1CCCC[C@H]1C(=O)[O-],0.295
O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1,0.195
C1=C\CC/C=C/CC/C=C\CC/1,0.28
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,0.155
CC12CCC(/C(=C\c3ccccc3)C1=O)C2(C)C,0.26
CNC(=O)O/N=C(\SC)C(=O)N(C)C,0.35
CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.29
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0.415
O=C(O)C1CC1C(=O)Nc1ccc(Cl)cc1Cl,0.25
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,0.42
O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1,0.29
COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,0.39
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.33
CC[C@@H](C)c1cccc([C@@H](C)CC)c1O,0.175
C/C=C1\CC2C=CC1C2,0.335
CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.23
Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.435
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.42
CCCCCCCCCc1ccccc1Oc1ccccc1CCCCCCCCC,0.355
ClC=CCCl,0.31
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,0.365
CC12CCC(CC1)C(C)(C)O2,0.425
CC(Cl)(CCl)OP(=O)(OC(C)(Cl)CCl)OC(C)(Cl)CCl,0.36
CCCCCCCCC(Br)CBr,0.51
CC1CC(C)CC(C)CC(C)C1,0.425
